,phrase,label,sentiment,subjectivity,language,count
French,French,NORP,,,en,60.89999999999993
first,first,ORDINAL,,,en,47.39999999999999
two,two,CARDINAL,,,en,39.999999999999986
Thursday,Thursday,DATE,,,en,32.20000000000001
three,three,CARDINAL,,,en,28.600000000000012
Tuesday,Tuesday,DATE,,,en,28.299999999999997
Sunday,Sunday,DATE,,,en,24.60000000000001
Wednesday,Wednesday,DATE,,,en,21.699999999999996
winter,winter,DATE,,,en,21.40000000000001
Saturday,Saturday,DATE,,,en,21.200000000000006
morning,morning,TIME,,,en,18.3
Friday,Friday,DATE,,,en,18.10000000000001
this weekend,this weekend,DATE,,,en,16.700000000000003
Monday,Monday,DATE,,,en,16.4
American,American,NORP,,,en,16.000000000000014
2026,2026,DATE,,,en,15.600000000000012
one,one,CARDINAL,,,en,15.20000000000001
four,four,CARDINAL,,,en,14.999999999999998
evening,evening,TIME,,,en,14.300000000000006
this Tuesday,this Tuesday,DATE,,,en,13.999999999999998
2025,2025,DATE,,,en,13.700000000000006
5,5,CARDINAL,,,en,13.500000000000007
Olympics,Olympics,EVENT,,,en,11.7
Three,Three,CARDINAL,,,en,11.600000000000003
this Thursday,this Thursday,DATE,,,en,10.799999999999999
Morbihan,Morbihan,NORP,-0.19127331002331005,0.8289481351981353,en,10.0
second,second,ORDINAL,,,en,9.600000000000001
this Monday,this Monday,DATE,,,en,9.6
today,today,DATE,,,en,9.399999999999997
February,February,DATE,,,en,9.0
this Friday,this Friday,DATE,,,en,8.999999999999998
this Sunday,this Sunday,DATE,,,en,8.0
third,third,ORDINAL,,,en,7.7
Winter Olympics 2026,Winter Olympics 2026,DATE,,,en,7.5
five,five,CARDINAL,,,en,7.299999999999998
European,European,NORP,,,en,7.199999999999997
this Saturday,this Saturday,DATE,,,en,7.1000000000000005
the day,the day,DATE,,,en,7.099999999999999
six,six,CARDINAL,,,en,6.7
the coming days,the coming days,DATE,,,en,6.699999999999999
2,2,CARDINAL,,,en,6.6
Finistère,Finistère,NORP,-0.2138157894736842,0.5888157894736842,en,6.5
Two,Two,CARDINAL,,,en,6.499999999999999
this Wednesday,this Wednesday,DATE,,,en,6.2
May,May,DATE,,,en,6.199999999999999
Canadian,Canadian,NORP,,,en,6.199999999999999
Swiss,Swiss,NORP,,,en,6.199999999999998
4,4,CARDINAL,,,en,6.199999999999998
this summer,this summer,DATE,,,en,6.1
the weekend,the weekend,DATE,,,en,5.999999999999998
half,half,CARDINAL,,,en,5.8999999999999995
10,10,MONEY,,,en,5.8
18,18,CARDINAL,,,en,5.8
21,21,CARDINAL,,,en,5.8
eight,eight,CARDINAL,,,en,5.699999999999999
Chinese,Chinese,NORP,,,en,5.699999999999998
the Winter Olympics,the Winter Olympics,EVENT,,,en,5.299999999999999
recent days,recent days,DATE,,,en,5.199999999999999
Six,Six,CARDINAL,,,en,5.199999999999999
Belgian,Belgian,NORP,,,en,5.1
1,1,CARDINAL,,,en,5.1
13,13,CARDINAL,,,en,5.000000000000001
the 2026 Olympics,the 2026 Olympics,EVENT,,,en,4.800000000000001
this week,this week,DATE,,,en,4.699999999999999
One,One,CARDINAL,,,en,4.699999999999999
The day,The day,DATE,,,en,4.499999999999999
several days,several days,DATE,,,en,4.4
afternoon,afternoon,TIME,,,en,4.4
Eight,Eight,CARDINAL,,,en,4.4
tonight,tonight,TIME,,,en,4.3999999999999995
April,April,DATE,,,en,4.3
Frenchman,Frenchman,NORP,,,en,4.199999999999999
the week,the week,DATE,,,en,4.1
Winter Olympics,Winter Olympics,EVENT,,,en,3.999999999999999
14,14,CARDINAL,,,en,3.999999999999999
Italian,Italian,NORP,,,en,3.999999999999999
2027,2027,DATE,,,en,3.9000000000000004
ten,ten,CARDINAL,,,en,3.8999999999999995
summer,summer,DATE,,,en,3.8999999999999995
this winter,this winter,DATE,,,en,3.8000000000000007
next night,next night,TIME,,,en,3.8
the night,the night,TIME,,,en,3.6999999999999997
2023,2023,DATE,,,en,3.6999999999999993
3,3,CARDINAL,,,en,3.6999999999999993
the year,the year,DATE,,,en,3.6000000000000005
Americans,Americans,NORP,,,en,3.5999999999999996
a few days,a few days,DATE,,,en,3.5999999999999996
24,24,CARDINAL,,,en,3.5
Belgians,Belgians,NORP,,,en,3.499999999999999
a month,a month,DATE,,,en,3.499999999999999
Four,Four,CARDINAL,,,en,3.4000000000000004
this morning,this morning,TIME,,,en,3.3999999999999995
the World Cup,the World Cup,EVENT,,,en,3.3999999999999995
20,20,CARDINAL,,,en,3.3999999999999995
Today,Today,DATE,,,en,3.3999999999999995
Crans,Crans,NORP,,,en,3.3999999999999995
10 a.m.,10 a.m.,TIME,,,en,3.3999999999999995
the 2026 World Cup,the 2026 World Cup,EVENT,,,en,3.3999999999999995
12,12,CARDINAL,,,en,3.3
2021,2021,DATE,,,en,3.3
19,19,CARDINAL,,,en,3.3
five years,five years,DATE,,,en,3.3
thousands,thousands,CARDINAL,,,en,3.2999999999999994
the morning,the morning,TIME,,,en,3.1999999999999993
7,7,CARDINAL,,,en,3.0999999999999996
Winter,Winter,DATE,,,en,3.0999999999999996
last night,last night,TIME,,,en,3.0999999999999996
17,17,CARDINAL,,,en,3.0999999999999996
160 km/h,160 km/h,QUANTITY,,,en,3.0999999999999996
Russian,Russian,NORP,,,en,3.0999999999999996
more than 160 km,more than 160 km,QUANTITY,,,en,3.0999999999999996
April 2026,April 2026,DATE,,,en,3.0999999999999996
the evening,the evening,TIME,,,en,3.0
night,night,TIME,,,en,3.0
"850,000","850,000",CARDINAL,,,en,3.0
Thursday February 12,Thursday February 12,DATE,,,en,3.0
Norwegian,Norwegian,NORP,,,en,2.9999999999999996
daily,daily,DATE,,,en,2.9999999999999996
2024,2024,DATE,,,en,2.9000000000000004
German,German,NORP,,,en,2.8999999999999995
Heated Rivalry,Heated Rivalry,WORK_OF_ART,,,en,2.8999999999999995
around thirty,around thirty,CARDINAL,,,en,2.8999999999999995
this evening,this evening,TIME,,,en,2.8999999999999995
Iranian,Iranian,NORP,,,en,2.8
30,30,CARDINAL,,,en,2.8
overnight,overnight,TIME,,,en,2.8
World Cup,World Cup,EVENT,,,en,2.8
February 12,February 12,DATE,,,en,2.8
this year,this year,DATE,,,en,2.8
2030,2030,DATE,,,en,2.8
50 km,50 km,QUANTITY,,,en,2.7
"this Sunday, February 15","this Sunday, February 15",DATE,,,en,2.7
spring,spring,DATE,,,en,2.7
at least one,at least one,CARDINAL,,,en,2.6999999999999997
26,26,CARDINAL,,,en,2.6999999999999997
next week,next week,DATE,,,en,2.6
25,25,DATE,,,en,2.5999999999999996
sixth,sixth,ORDINAL,,,en,2.5999999999999996
6.1,6.1,CARDINAL,,,en,2.5999999999999996
Ille,Ille,NORP,,,en,2.5
A week,A week,DATE,,,en,2.5
the end of the day,the end of the day,DATE,,,en,2.5
16,16,CARDINAL,,,en,2.5
Games,Games,EVENT,,,en,2.5
the Olympic Games,the Olympic Games,EVENT,,,en,2.5
40 years,40 years,DATE,,,en,2.5
Winter Games,Winter Games,EVENT,,,en,2.4000000000000004
Ten,Ten,CARDINAL,,,en,2.4000000000000004
Bessans,Bessans,NORP,,,en,2.4
1959,1959,DATE,,,en,2.4
months,months,DATE,,,en,2.4
the next three months,the next three months,DATE,,,en,2.4
last year,last year,DATE,,,en,2.4
6 a.m.,6 a.m.,TIME,,,en,2.4
the month of May.,the month of May.,DATE,,,en,2.4
the night of Wednesday to Thursday,the night of Wednesday to Thursday,TIME,,,en,2.4
Tuesday morning,Tuesday morning,TIME,,,en,2.4
38,38,CARDINAL,,,en,2.3
the end of the month,the end of the month,DATE,,,en,2.3
6,6,CARDINAL,,,en,2.3
quarter,quarter,CARDINAL,,,en,2.3
three days,three days,DATE,,,en,2.3
yesterday,yesterday,DATE,,,en,2.3
32,32,CARDINAL,,,en,2.3
Sunday February 22,Sunday February 22,DATE,,,en,2.3
weeks,weeks,DATE,,,en,2.2
9.99,9.99,MONEY,,,en,2.2
a week,a week,DATE,,,en,2.2
May 2026,May 2026,DATE,,,en,2.2
thirteen,thirteen,CARDINAL,,,en,2.2
several years,several years,DATE,,,en,2.2
seven,seven,CARDINAL,,,en,2.2
Dutch,Dutch,NORP,,,en,2.2
millions,millions,CARDINAL,,,en,2.2
ten years,ten years,DATE,,,en,2.2
British,British,NORP,,,en,2.2
2018,2018,DATE,,,en,2.1
the month of May,the month of May,DATE,,,en,2.1
March 2025,March 2025,DATE,,,en,2.1
Thursday February 19,Thursday February 19,DATE,,,en,2.1
May 8,May 8,DATE,,,en,2.1
recent months,recent months,DATE,,,en,2.0
the start of winter,the start of winter,DATE,,,en,2.0
Five,Five,CARDINAL,,,en,2.0
January 2026,January 2026,DATE,,,en,2.0
dozens,dozens,CARDINAL,,,en,2.0
Fifteen,Fifteen,CARDINAL,,,en,2.0
400 meters,400 meters,QUANTITY,,,en,2.0
fifteen,fifteen,CARDINAL,,,en,2.0
all day,all day,DATE,,,en,2.0
February 2026,February 2026,DATE,,,en,2.0
20 Minutes,20 Minutes,TIME,,,en,2.0
days,days,DATE,,,en,2.0
up to,up to,QUANTITY,,,en,2.0
4th,4th,ORDINAL,,,en,2.0
one year,one year,DATE,,,en,2.0
9,9,CARDINAL,,,en,2.0
the 1950s,the 1950s,DATE,,,en,2.0
May.,May.,DATE,,,en,2.0
English,English,LANGUAGE,,,en,2.0
Israeli,Israeli,NORP,,,en,1.9000000000000004
January,January,DATE,,,en,1.9000000000000001
250,250,CARDINAL,,,en,1.9000000000000001
F1,F1,PRODUCT,,,en,1.9000000000000001
day,day,DATE,,,en,1.9000000000000001
Olympic,Olympic,EVENT,,,en,1.9000000000000001
March 2026,March 2026,DATE,,,en,1.9000000000000001
35 euros,35 euros,MONEY,,,en,1.9000000000000001
Mexican,Mexican,NORP,,,en,1.9000000000000001
fourth,fourth,ORDINAL,,,en,1.9000000000000001
the 2026 Olympic Games,the 2026 Olympic Games,EVENT,,,en,1.9000000000000001
29.99,29.99,MONEY,,,en,1.9000000000000001
five days,five days,DATE,,,en,1.9000000000000001
February 6,February 6,DATE,,,en,1.9000000000000001
only one,only one,CARDINAL,,,en,1.8
Verviers,Verviers,NORP,,,en,1.8
7:50 p.m.,7:50 p.m.,TIME,,,en,1.8
Ascension Thursday,Ascension Thursday,DATE,,,en,1.8
FlowStop,FlowStop,PRODUCT,,,en,1.8
up to 160 km,up to 160 km,QUANTITY,,,en,1.8
Indian,Indian,NORP,,,en,1.8
290 million euros,290 million euros,MONEY,,,en,1.8
Five years,Five years,DATE,,,en,1.8
294,294,CARDINAL,,,en,1.8
the end of the week,the end of the week,DATE,,,en,1.8
1.2 billion euros,1.2 billion euros,MONEY,,,en,1.8
the beginning of January,the beginning of January,DATE,,,en,1.8
"More than 3,000","More than 3,000",CARDINAL,,,en,1.8
Spanish,Spanish,NORP,,,en,1.7000000000000002
the Cannes Film Festival,the Cannes Film Festival,EVENT,,,en,1.7000000000000002
two to three,two to three,CARDINAL,,,en,1.7
220 millimeters,220 millimeters,QUANTITY,,,en,1.7
up to 150 millimeters,up to 150 millimeters,CARDINAL,,,en,1.7
51,51,CARDINAL,,,en,1.7
Friday morning,Friday morning,TIME,,,en,1.7
2025-2026,2025-2026,DATE,,,en,1.7
Flemish,Flemish,NORP,,,en,1.7
6 p.m.,6 p.m.,TIME,,,en,1.7
"Some 450,000","Some 450,000",CARDINAL,,,en,1.7
the day of Thursday,the day of Thursday,DATE,,,en,1.7
Friday February 13,Friday February 13,DATE,,,en,1.7
Wednesday afternoon,Wednesday afternoon,TIME,,,en,1.7
"this Friday, February 6, 2026","this Friday, February 6, 2026",DATE,,,en,1.7
last weekend,last weekend,DATE,,,en,1.7
the Milan-Cortina 2026 Games,the Milan-Cortina 2026 Games,FAC,,,en,1.7
1722,1722,CARDINAL,,,en,1.7
90 cm,90 cm,QUANTITY,,,en,1.7
Sunday afternoon,Sunday afternoon,TIME,,,en,1.7
"May 6, 2026","May 6, 2026",DATE,,,en,1.7
12:30 p.m.,12:30 p.m.,TIME,,,en,1.7
35,35,CARDINAL,,,en,1.7
the Milan-Cortina Games,the Milan-Cortina Games,FAC,,,en,1.7
Twenty-one,Twenty-one,CARDINAL,,,en,1.7
the 2030 Olympics,the 2030 Olympics,EVENT,,,en,1.7
the next 24 hours,the next 24 hours,TIME,,,en,1.7
"900,000","900,000",CARDINAL,,,en,1.7
the next two weeks,the next two weeks,DATE,,,en,1.7
"Wednesday, February 11","Wednesday, February 11",DATE,,,en,1.7
Corsica,Corsica,PRODUCT,0.0,0.0,en,1.7
a year,a year,DATE,,,en,1.7
Canadians,Canadians,NORP,,,en,1.7
around twenty,around twenty,CARDINAL,,,en,1.7
"380,000","380,000",CARDINAL,,,en,1.7
the Brûleurs de loups,the Brûleurs de loups,FAC,,,en,1.7
the beginning of April,the beginning of April,DATE,,,en,1.7
37 days,37 days,DATE,,,en,1.7
May 27,May 27,DATE,,,en,1.7
May 1922,May 1922,DATE,,,en,1.7
May 1945,May 1945,DATE,,,en,1.7
the Hautes-Alpes,the Hautes-Alpes,FAC,,,en,1.7
several months,several months,DATE,,,en,1.7
"May 28, 2026","May 28, 2026",DATE,,,en,1.7
Sarthe,Sarthe,NORP,0.0,0.0,en,1.7
a third,a third,CARDINAL,,,en,1.7
This April 9,This April 9,DATE,,,en,1.7
23,23,CARDINAL,,,en,1.7
Around 150,Around 150,CARDINAL,,,en,1.7
50 meter,50 meter,QUANTITY,,,en,1.7
2100,2100,CARDINAL,,,en,1.6
10 p.m.,10 p.m.,TIME,,,en,1.6
hundreds,hundreds,CARDINAL,,,en,1.6
500,500,CARDINAL,,,en,1.6
the 19th century,the 19th century,DATE,,,en,1.6
summer 2026,summer 2026,DATE,,,en,1.6
2 p.m.,2 p.m.,TIME,,,en,1.6
each year,each year,DATE,,,en,1.6
Venezuelan,Venezuelan,NORP,,,en,1.6
the Milan-Cortina Olympic Games,the Milan-Cortina Olympic Games,FAC,,,en,1.6
100%,100%,PERCENT,,,en,1.6
2014,2014,DATE,,,en,1.6
Parisian,Parisian,NORP,,,en,1.6
8,8,CARDINAL,,,en,1.6
This Tuesday,This Tuesday,DATE,,,en,1.6
40%,40%,PERCENT,,,en,1.6
tomorrow,tomorrow,DATE,,,en,1.6
two years,two years,DATE,,,en,1.6
123,123,CARDINAL,,,en,1.6
5th,5th,ORDINAL,,,en,1.6
recent years,recent years,DATE,,,en,1.6
Australian,Australian,NORP,,,en,1.6
three years,three years,DATE,,,en,1.6
the first quarter,the first quarter,DATE,,,en,1.6
First,First,ORDINAL,,,en,1.6
the past year,the past year,DATE,,,en,1.6
this month,this month,DATE,,,en,1.6
116,116,CARDINAL,,,en,1.6
40,40,CARDINAL,,,en,1.6
Cortina,Cortina,NORP,0.2708333333333333,0.8125,en,1.6
"May 5, 2026","May 5, 2026",DATE,,,en,1.6
Senegalese,Senegalese,NORP,,,en,1.6
One year,One year,DATE,,,en,1.6
Christmas,Christmas,DATE,,,en,1.6
the end of November,the end of November,DATE,,,en,1.6
Every year,Every year,DATE,,,en,1.6
Mega BiG,Mega BiG,PRODUCT,,,en,1.6
Japanese,Japanese,NORP,,,en,1.6
La Familia Grande,La Familia Grande,WORK_OF_ART,,,en,1.6
the days,the days,DATE,,,en,1.6
two days,two days,DATE,,,en,1.6
30%,30%,PERCENT,,,en,1.6
a few months,a few months,DATE,,,en,1.6
the start of the year,the start of the year,DATE,,,en,1.6
African,African,NORP,,,en,1.6
Olympic Games,Olympic Games,EVENT,,,en,1.6
Olympic Games 2026,Olympic Games 2026,EVENT,,,en,1.6
22,22,CARDINAL,,,en,1.6
Easter,Easter,DATE,-0.20416666666666666,0.4083333333333333,en,1.6
15 hours,15 hours,TIME,,,en,1.6
twenty,twenty,CARDINAL,,,en,1.6
29,29,CARDINAL,,,en,1.6
February 19,February 19,DATE,,,en,1.6
2020,2020,DATE,,,en,1.6
50,50,CARDINAL,,,en,1.6
seasonal,seasonal,DATE,,,en,1.5000000000000002
31,31,MONEY,,,en,1.5
the start of the weekend,the start of the weekend,DATE,,,en,1.5
8th,8th,ORDINAL,,,en,1.4000000000000001
2009,2009,DATE,,,en,1.3
Nine,Nine,CARDINAL,,,en,1.3
Playing in the World Cup,Playing in the World Cup,WORK_OF_ART,,,en,1.3
the International Space Station,the International Space Station,FAC,,,en,1.3
the start of 2026,the start of 2026,DATE,,,en,1.3
thirty,thirty,CARDINAL,,,en,1.3
only a few months ago,only a few months ago,DATE,,,en,1.3
only sixteen years old,only sixteen years old,DATE,,,en,1.3
the Winter Olympic Games,the Winter Olympic Games,EVENT,,,en,1.3
these Olympic Games,these Olympic Games,EVENT,,,en,1.3
20 Heures,20 Heures,WORK_OF_ART,,,en,1.3
Odyssey,Odyssey,PRODUCT,,,en,1.3
March,March,DATE,,,en,1.3
Moroccan,Moroccan,NORP,,,en,1.3
Winter Olympic Games,Winter Olympic Games,EVENT,,,en,1.3
February 17,February 17,DATE,,,en,1.3
11 minutes,11 minutes,TIME,,,en,1.3
117,117,CARDINAL,,,en,1.3
several hours,several hours,TIME,,,en,1.3
month,month,DATE,,,en,1.3
Sunday February 8,Sunday February 8,DATE,,,en,1.3
1 million,1 million,CARDINAL,,,en,1.3
"June 1, 2026","June 1, 2026",DATE,,,en,1.3
the start of the season,the start of the season,DATE,,,en,1.3
Sunday morning,Sunday morning,TIME,,,en,1.3
Europeans,Europeans,NORP,,,en,1.3
700 years,700 years,DATE,,,en,1.3
the Mont-Blanc massif,the Mont-Blanc massif,FAC,,,en,1.3
the 6 hours,the 6 hours,TIME,,,en,1.3
VPN,VPN,PRODUCT,,,en,1.3
the last day,the last day,DATE,,,en,1.3
535i,535i,PRODUCT,,,en,1.3
weekend,weekend,DATE,,,en,1.3
Panama Canal,Panama Canal,FAC,,,en,1.3
Violence in the Fields,Violence in the Fields,WORK_OF_ART,,,en,1.3
sixty years,sixty years,DATE,,,en,1.3
2026 Olympic Games,2026 Olympic Games,EVENT,,,en,1.3
2050,2050,DATE,,,en,1.3
2022,2022,DATE,,,en,1.3
Monday February 16,Monday February 16,DATE,,,en,1.3
Lebanese,Lebanese,NORP,,,en,1.3
fifth,fifth,ORDINAL,,,en,1.3
the 21st century,the 21st century,DATE,,,en,1.3
1944,1944,DATE,,,en,1.3
the Olympic slalom,the Olympic slalom,EVENT,,,en,1.3
